Plane	Strip	MeanFit	Mean
15	22	-0.140097	-0.140625
15	23	-0.0463467	-0.046875
15	24	-0.0697121	-0.0703125
15	25	0.0240379	0.0234375
15	26	-0.0932217	-0.09375
15	27	-0.233847	-0.234375
15	28	-0.0932217	-0.09375
15	29	-0.186972	-0.1875
15	30	-0.0932217	-0.09375
15	31	-0.186972	-0.1875
15	32	-0.0697121	-0.0703125
15	33	-0.0697121	-0.0703125
15	34	-0.140097	-0.140625
15	35	-0.0932217	-0.09375
15	36	-0.186972	-0.1875
15	37	-0.0463467	-0.046875
15	38	-0.0463467	-0.046875
15	39	-0.233847	-0.234375
15	40	-0.0463467	-0.046875
15	41	-0.140097	-0.140625
15	42	-0.0932217	-0.09375
15	43	-0.140097	-0.140625
15	44	0.0240379	0.0234375
15	45	-0.140097	-0.140625
15	46	-0.140097	-0.140625
15	47	-0.0463467	-0.046875
16	0	0.188028	0.1875
16	1	0.234903	0.234375
16	2	0.141153	0.140625
16	3	0.00052833	0
16	4	0.141153	0.140625
16	5	-0.0697121	-0.0703125
16	6	0.141153	0.140625
16	7	-0.296875	0.101172
16	8	0.0709127	0.0703125
16	9	0.234903	0.234375
16	10	0.188028	0.1875
16	11	0.0709129	0.0703125
16	12	0.0240379	0.0234375
16	13	0.0240379	0.0234375
16	14	-0.0228371	-0.0234375
16	15	-0.116587	-0.117188
16	16	0.00052833	0
16	17	-0.163462	-0.164062
16	18	0.117788	0.117188
16	19	-0.0932217	-0.09375
16	20	0.0709129	0.0703125
16	21	0.164663	0.164062
16	22	0.0240379	0.0234375
16	23	0.141153	0.140625
16	24	0.0942783	0.09375
16	25	0.164663	0.164062
16	26	0.0240379	0.0234375
16	27	0.00052833	0
16	28	0.0942783	0.09375
16	29	0.00052833	0
16	30	0.141153	0.140625
16	31	0.0474033	0.046875
16	32	0.0474033	0.046875
16	33	0.117788	0.117188
16	34	0.0474033	0.046875
16	35	0.0709129	0.0703125
16	36	-0.0228371	-0.0234375
16	37	-0.0697121	-0.0703125
16	38	-0.0932217	-0.09375
16	39	-0.0932217	-0.09375
16	40	0.0942783	0.09375
16	41	0.00052833	0
16	42	0.117788	0.117188
16	43	0.0942783	0.09375
16	44	0.164663	0.164062
16	45	0.0942783	0.09375
16	46	0.00052833	0
16	47	0.0474033	0.046875
17	0	2.20365	2.20312
17	1	2.22716	2.22656
17	2	2.18029	2.17969
17	3	2.13341	2.13281
17	4	2.22716	2.22656
17	5	2.08654	2.08594
17	6	2.18029	2.17969
17	7	2.08654	2.08594
17	8	2.18029	2.17969
17	9	2.18029	2.17969
17	10	2.18029	2.17969
17	11	2.13341	2.13281
17	12	2.15637	2.15625
17	13	2.22716	2.22656
17	14	2.27404	2.27344
17	15	2.08654	2.08594
17	16	2.36779	2.36719
17	17	2.27404	2.27344
17	18	2.27404	2.27344
17	19	2.27404	2.27344
17	20	2.36779	2.36719
17	21	2.36779	2.36719
17	22	2.27404	2.27344
17	23	2.41466	2.41406
17	24	2.01574	2.01562
17	25	2.13341	2.13281
17	26	2.03966	2.03906
17	27	1.99279	1.99219
17	28	2.08654	2.08594
17	29	2.04691	2.03008
17	30	2.18029	2.17969
17	31	2.08654	2.08594
17	32	2.18029	2.17969
17	33	2.08654	2.08594
17	34	2.13341	2.13281
17	35	2.08654	2.08594
17	36	2.08654	2.08594
17	37	1.89904	1.89844
17	38	1.89904	1.89844
17	39	2.08654	2.08594
17	40	1.99279	1.99219
17	41	1.94591	1.94531
17	42	2.13341	2.13281
17	43	1.99279	1.99219
17	44	2.03966	2.03906
17	45	2.08654	2.08594
17	46	1.89904	1.89844
17	47	1.99279	1.99219
18	0	6.73438	6.66883
18	1	4.86875	6.43752
18	2	4.82187	6.59915
18	3	4.775	6.44525
18	4	4.82187	6.46094
18	5	4.63437	6.29147
18	6	4.86875	6.53226
18	7	4.72812	6.37755
18	8	4.68125	6.26612
18	9	4.775	6.36268
18	10	4.775	6.40927
18	11	4.68125	6.42489
18	12	4.5875	6.25084
18	13	4.72812	6.49219
18	14	4.72812	6.62185
18	15	4.54062	6.40168
18	16	4.86875	6.61328
18	17	6.70035	6.60224
18	18	7.16562	6.72039
18	19	6.54411	6.56626
18	20	6.59079	6.6131
18	21	6.73737	6.60586
18	22	7.11875	6.81371
18	23	7.0925	6.75875
18	24	7.025	6.72008
18	25	7.16562	6.86101
18	26	7.11875	6.82996
18	27	7.025	6.49111
18	28	4.9625	6.61678
18	29	6.5155	6.51562
18	30	7.21233	6.58594
18	31	6.45091	6.4802
18	32	4.86875	6.68068
18	33	4.775	6.48783
18	34	4.68125	6.28463
18	35	4.82187	6.61267
18	36	4.82187	6.60873
18	37	4.72812	6.50024
18	38	4.72812	6.56676
18	39	4.63437	6.59527
18	40	4.91562	6.79782
18	41	8.23447	8.0625
18	42	5.00937	6.90039
18	43	4.86875	6.47376
18	44	5.00937	6.88793
18	45	4.86875	6.61469
18	46	4.82187	6.60618
18	47	4.91562	6.81418
19	0	6.37957	6.4022
19	1	6.46845	6.46875
19	2	6.37553	6.375
19	3	6.28619	6.30852
19	4	6.42161	6.42188
19	5	6.30851	6.33184
19	6	6.44851	6.47237
19	7	6.37467	6.375
19	8	6.56303	6.5625
19	9	6.49226	6.49219
19	10	6.46928	6.46875
19	11	6.46928	6.46875
19	12	6.37553	6.375
19	13	6.46928	6.46875
19	14	6.46928	6.46875
19	15	6.32865	6.32812
19	16	6.53913	6.53906
19	17	6.4224	6.42188
19	18	6.51615	6.51562
19	19	6.49226	6.49219
19	20	6.6099	6.60938
19	21	6.37553	6.375
19	22	6.4224	6.42188
19	23	6.49226	6.49219
19	24	6.51615	6.51562
19	25	6.65678	6.65625
19	26	6.46928	6.46875
19	27	6.46928	6.46875
19	28	6.56303	6.5625
19	29	6.40183	6.42553
19	30	6.60906	6.60938
19	31	6.51615	6.51562
19	32	6.58654	6.58594
19	33	6.6354	6.66324
19	34	6.60916	6.60938
19	35	6.6099	6.60938
19	36	6.53966	6.53906
19	37	6.5419	6.56606
19	38	6.53966	6.53906
19	39	6.46928	6.46875
19	40	6.6099	6.60938
19	41	6.44838	6.47237
19	42	6.58653	6.58594
19	43	6.56303	6.5625
19	44	6.65678	6.65625
19	45	6.53966	6.53906
19	46	6.44591	6.44531
19	47	6.5419	6.56606
